SalesOrderNumber,OrderDate,CountryRegionCode,Category,ResellerName,NumberEmployees,YearOpened,Region,SalesAmount,TotalProductCost,OrderQuantity,DaysOfRent,UnitPrice
OrNo.495820,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,188.25,111.0675,1,154,188.25
OrNo.496050,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,113,66.67,1,77,113
OrNo.496130,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,410.75,242.3425,1,336,410.75
OrNo.496330,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,428,126.26,2,175,214
OrNo.496400,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,248.25,146.4675,1,203,248.25
OrNo.501050,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,333.75,196.9125,1,273,333.75
OrNo.506750,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,325.25,191.8975,1,266,325.25
OrNo.506870,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,171,100.89,1,140,171
OrNo.524070,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,770.25,151.4825,3,210,256.75
OrNo.524410,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,359.25,211.9575,1,294,359.25
OrNo.524590,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,1180.5,232.165,3,322,393.5
OrNo.524880,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,102.75,60.6225,1,70,102.75
OrNo.524981,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,226,66.67,2,77,113
OrNo.540060,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,41,12.095,2,14,20.5
OrNo.540140,2019-09-18,DE,Bike Rental,Biketastic Germany,13,2019,EU,368,217.12,1,301,368
OrNo.520632,2019-09-18,DE,E-Bikes,Biketastic Germany,13,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.548663,2019-09-18,DE,E-Bikes,Biketastic Germany,13,2019,EU,1938.25,1531.2175,1,,1938.25
OrNo.708769,2019-09-18,DE,E-Bikes,Biketastic Germany,13,2019,EU,1938.25,1531.2175,1,,1938.25
OrNo.548576,2019-09-21,DE,E-Bikes,Biketastic Germany,13,2019,EU,1938.25,1531.2175,1,,1938.25
OrNo.678834,2019-09-21,DE,E-Bikes,Biketastic Germany,13,2019,EU,1938.25,1531.2175,1,,1938.25
OrNo.708671,2019-09-21,DE,E-Bikes,Biketastic Germany,13,2019,EU,1938.25,1531.2175,1,,1938.25
OrNo.479513,2019-09-28,DE,Cargo Bikes,Biketastic Germany,13,2019,EU,3281.5,2789.275,1,,3281.5
OrNo.675389,2019-09-28,DE,Cargo Bikes,Biketastic Germany,13,2019,EU,3368.75,2863.4375,1,,3368.75
OrNo.533250,2019-10-07,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.475123,2019-10-08,DE,E-Bikes,Biketastic Germany,13,2019,EU,2156,1703.24,1,,2156
OrNo.540256,2019-10-08,DE,Cargo Bikes,Biketastic Germany,13,2019,EU,6883,2925.275,2,,3441.5
OrNo.673639,2019-10-08,DE,E-Bikes,Biketastic Germany,13,2019,EU,5884.5,1549.585,3,,1961.5
OrNo.677618,2019-10-08,DE,Cargo Bikes,Biketastic Germany,13,2019,EU,6883,2925.275,2,,3441.5
OrNo.705526,2019-10-08,DE,E-Bikes,Biketastic Germany,13,2019,EU,2156,1703.24,1,,2156
OrNo.530043,2019-10-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,1738,1373.02,1,,1738
OrNo.530050,2019-10-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,1738,1373.02,1,,1738
OrNo.543683,2019-10-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,2141.5,1691.785,1,,2141.5
OrNo.677955,2019-10-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.678456,2019-10-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,2141.5,1691.785,1,,2141.5
OrNo.706318,2019-10-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,1738,1373.02,1,,1738
OrNo.706390,2019-10-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,1738,1373.02,1,,1738
OrNo.708370,2019-10-09,DE,E-Bikes,Biketastic Germany,13,2019,EU,2141.5,1691.785,1,,2141.5
OrNo.533183,2019-10-12,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.707427,2019-10-12,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.473753,2019-10-13,DE,E-Bikes,Biketastic Germany,13,2019,EU,5884.5,1549.585,3,,1961.5
OrNo.676861,2019-10-13,DE,E-Bikes,Biketastic Germany,13,2019,EU,1719.25,1358.2075,1,,1719.25
OrNo.705422,2019-10-13,DE,E-Bikes,Biketastic Germany,13,2019,EU,2156,1703.24,1,,2156
OrNo.532941,2019-10-16,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.532980,2019-10-16,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.677184,2019-10-16,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.707215,2019-10-16,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.676693,2019-10-17,DE,E-Bikes,Biketastic Germany,13,2019,EU,1719.25,1358.2075,1,,1719.25
OrNo.478860,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,325.25,191.8975,1,266,325.25
OrNo.507990,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,214,126.26,1,175,214
OrNo.508260,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,368,217.12,1,301,368
OrNo.508330,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,385,227.15,1,315,385
OrNo.508420,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,385,227.15,1,315,385
OrNo.508890,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,2,1.18,1,1,2
OrNo.509010,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,188.25,111.0675,1,154,188.25
OrNo.509270,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,123.25,72.7175,1,84,123.25
OrNo.509340,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,214,126.26,1,175,214
OrNo.509620,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,445,262.55,1,364,445
OrNo.509920,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,291,171.69,1,238,291
OrNo.510150,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,350.75,206.9425,1,287,350.75
OrNo.510330,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,359.25,211.9575,1,294,359.25
OrNo.510630,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,231,136.29,1,189,231
OrNo.510770,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,145.5,85.845,1,119,145.5
OrNo.511350,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,222.5,131.275,1,182,222.5
OrNo.511760,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,231,136.29,1,189,231
OrNo.511970,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,222.5,65.6375,2,91,111.25
OrNo.529390,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,30.75,18.1425,1,21,30.75
OrNo.529651,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,145.5,85.845,1,119,145.5
OrNo.544360,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,427.75,252.3725,1,350,427.75
OrNo.552050,2019-10-19,DE,Bike Rental,Biketastic Germany,13,2019,EU,196.75,116.0825,1,161,196.75
OrNo.532800,2019-10-19,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.532873,2019-10-19,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.707150,2019-10-19,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.707188,2019-10-19,DE,E-Bikes,Biketastic Germany,13,2019,EU,2554,2017.66,1,,2554
OrNo.474776,2019-10-20,DE,E-Bikes,Biketastic Germany,13,2019,EU,2156,1703.24,1,,2156
OrNo.676542,2019-10-20,DE,E-Bikes,Biketastic Germany,13,2019,EU,1719.25,1358.2075,1,,1719.25
OrNo.704658,2019-10-20,DE,E-Bikes,Biketastic Germany,13,2019,EU,5884.5,1549.585,3,,1961.5
OrNo.705174,2019-10-20,DE,E-Bikes,Biketastic Germany,13,2019,EU,2156,1703.24,1,,2156
OrNo.562060,2019-11-08,DE,E-Bikes,Biketastic Germany,14,2019,EU,2002,1581.58,1,,2002
OrNo.602415,2019-11-08,DE,E-Bikes,Biketastic Germany,14,2019,EU,2420,1911.8,1,,2420
OrNo.674293,2019-11-08,DE,Cargo Bikes,Biketastic Germany,14,2019,EU,6883,2925.275,2,,3441.5
OrNo.676460,2019-11-08,DE,E-Bikes,Biketastic Germany,14,2019,EU,1738,1373.02,1,,1738
OrNo.676467,2019-11-08,DE,E-Bikes,Biketastic Germany,14,2019,EU,1738,1373.02,1,,1738
OrNo.678111,2019-11-08,DE,E-Bikes,Biketastic Germany,14,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.678633,2019-11-08,DE,E-Bikes,Biketastic Germany,14,2019,EU,2141.5,1691.785,1,,2141.5
OrNo.708039,2019-11-08,DE,E-Bikes,Biketastic Germany,14,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.709820,2019-11-08,DE,E-Bikes,Biketastic Germany,14,2019,EU,2002,1581.58,1,,2002
OrNo.711344,2019-11-08,DE,E-Bikes,Biketastic Germany,14,2019,EU,2420,1911.8,1,,2420
OrNo.530110,2019-11-13,DE,E-Bikes,Biketastic Germany,14,2019,EU,1738,1373.02,1,,1738
OrNo.676359,2019-11-13,DE,E-Bikes,Biketastic Germany,14,2019,EU,1738,1373.02,1,,1738
OrNo.706497,2019-11-13,DE,E-Bikes,Biketastic Germany,14,2019,EU,1738,1373.02,1,,1738
OrNo.707999,2019-11-13,DE,E-Bikes,Biketastic Germany,14,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.561110,2019-11-17,DE,Bike Rental,Biketastic Germany,14,2019,EU,269,79.355,2,56,134.5
OrNo.529980,2019-11-17,DE,E-Bikes,Biketastic Germany,14,2019,EU,1738,1373.02,1,,1738
OrNo.543536,2019-11-17,DE,E-Bikes,Biketastic Germany,14,2019,EU,2141.5,1691.785,1,,2141.5
OrNo.677873,2019-11-17,DE,E-Bikes,Biketastic Germany,14,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.706260,2019-11-17,DE,E-Bikes,Biketastic Germany,14,2019,EU,1738,1373.02,1,,1738
OrNo.708270,2019-11-17,DE,E-Bikes,Biketastic Germany,14,2019,EU,2141.5,1691.785,1,,2141.5
OrNo.561070,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,291.75,172.1325,1,175,291.75
OrNo.561260,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,117.75,69.4725,1,49,117.75
OrNo.587010,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,466.75,275.3825,1,280,466.75
OrNo.587620,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,336.5,99.2675,2,70,168.25
OrNo.587780,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,455.25,89.5325,3,91,151.75
OrNo.587860,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,420,247.8,1,252,420
OrNo.588680,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,431.75,254.7325,1,259,431.75
OrNo.588750,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,198.25,116.9675,1,119,198.25
OrNo.588850,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,1400.25,275.3825,3,280,466.75
OrNo.590790,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,443.5,261.665,1,266,443.5
OrNo.590800,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,221.75,130.8325,1,133,221.75
OrNo.590970,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,350,206.5,1,210,350
OrNo.591170,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,420,247.8,1,252,420
OrNo.591290,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,350,206.5,1,210,350
OrNo.591650,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,151.75,89.5325,1,91,151.75
OrNo.591820,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,84,49.56,1,35,84
OrNo.592110,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,408.5,241.015,1,245,408.5
OrNo.600670,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,50.5,29.795,1,21,50.5
OrNo.641570,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,548.5,323.615,1,329,548.5
OrNo.641680,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,280,165.2,1,168,280
OrNo.642520,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,560,330.4,1,336,560
OrNo.642650,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,326.75,192.7825,1,196,326.75
OrNo.642990,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,594.75,116.9675,3,119,198.25
OrNo.643290,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,501.75,296.0325,1,301,501.75
OrNo.643490,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,245,144.55,1,147,245
OrNo.643960,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,315,185.85,1,189,315
OrNo.644020,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,350,206.5,1,210,350
OrNo.644160,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,747,220.365,2,224,373.5
OrNo.644500,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,101,59.59,1,42,101
OrNo.644830,2019-11-18,DE,Bike Rental,Biketastic Germany,14,2019,EU,501.75,296.0325,1,301,501.75
OrNo.529800,2019-11-20,DE,E-Bikes,Biketastic Germany,14,2019,EU,1738,1373.02,1,,1738
OrNo.541132,2019-11-20,DE,E-Bikes,Biketastic Germany,14,2019,EU,4933.5,1948.7325,2,,2466.75
OrNo.543434,2019-11-20,DE,E-Bikes,Biketastic Germany,14,2019,EU,2141.5,1691.785,1,,2141.5
OrNo.706145,2019-11-20,DE,E-Bikes,Biketastic Germany,14,2019,EU,1738,1373.02,1,,1738
OrNo.706150,2019-11-20,DE,E-Bikes,Biketastic Germany,14,2019,EU,1738,1373.02,1,,1738
OrNo.577053,2019-11-28,DE,Cargo Bikes,Biketastic Germany,14,2019,EU,7978,3390.65,2,,3989
OrNo.682917,2019-11-28,DE,Cargo Bikes,Biketastic Germany,14,2019,EU,3430.75,2916.1375,1,,3430.75
OrNo.564192,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,3328.75,2829.4375,1,,3328.75
OrNo.564279,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,3328.75,2829.4375,1,,3328.75
OrNo.564686,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,6936,2947.8,2,,3468
OrNo.567218,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,4012,3410.2,1,,4012
OrNo.567489,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,3421,2907.85,1,,3421
OrNo.567640,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,7150,3038.75,2,,3575
OrNo.567732,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,3575,3038.75,1,,3575
OrNo.567876,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,4012,3410.2,1,,4012
OrNo.594053,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,3960.75,3366.6375,1,,3960.75
OrNo.602685,2019-12-08,DE,E-Bikes,Biketastic Germany,15,2019,EU,2420,1911.8,1,,2420
OrNo.625085,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,3919.75,3331.7875,1,,3919.75
OrNo.627830,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,6842,2907.85,2,,3421
OrNo.680200,2019-12-08,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.680246,2019-12-08,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.680590,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,3301.5,2806.275,1,,3301.5
OrNo.681024,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,4012,3410.2,1,,4012
OrNo.681323,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,6842,2907.85,2,,3421
OrNo.683279,2019-12-08,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,7921.5,3366.6375,2,,3960.75
OrNo.710050,2019-12-08,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.710080,2019-12-08,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.711503,2019-12-08,DE,E-Bikes,Biketastic Germany,15,2019,EU,2420,1911.8,1,,2420
OrNo.569465,2019-12-09,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.679517,2019-12-09,DE,E-Bikes,Biketastic Germany,15,2019,EU,2174,1717.46,1,,2174
OrNo.682030,2019-12-09,DE,E-Bikes,Biketastic Germany,15,2019,EU,2211,1746.69,1,,2211
OrNo.682543,2019-12-09,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.682592,2019-12-09,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.709393,2019-12-09,DE,E-Bikes,Biketastic Germany,15,2019,EU,2174,1717.46,1,,2174
OrNo.710360,2019-12-09,DE,E-Bikes,Biketastic Germany,15,2019,EU,2211,1746.69,1,,2211
OrNo.710850,2019-12-09,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.562188,2019-12-13,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.602545,2019-12-13,DE,E-Bikes,Biketastic Germany,15,2019,EU,2420,1911.8,1,,2420
OrNo.711457,2019-12-13,DE,E-Bikes,Biketastic Germany,15,2019,EU,2420,1911.8,1,,2420
OrNo.561930,2019-12-17,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.679900,2019-12-17,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.709790,2019-12-17,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.568080,2019-12-18,DE,Bike Rental,Biketastic Germany,15,2019,EU,1120,330.4,2,336,560
OrNo.556770,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,1015.5,199.715,3,203,338.5
OrNo.568190,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,303.5,179.065,1,182,303.5
OrNo.568840,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,315,185.85,1,189,315
OrNo.569190,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,700,206.5,2,210,350
OrNo.583380,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,151.5,89.385,1,63,151.5
OrNo.583640,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,770.25,151.4825,3,154,256.75
OrNo.583760,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,315,185.85,1,189,315
OrNo.583870,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,490,289.1,1,294,490
OrNo.583910,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,84,49.56,1,35,84
OrNo.584020,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,269,79.355,2,56,134.5
OrNo.584160,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,175,103.25,1,105,175
OrNo.584350,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,605.25,119.0325,3,84,201.75
OrNo.584550,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,1120,330.4,2,336,560
OrNo.584610,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,443.5,261.665,1,266,443.5
OrNo.584730,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,594.75,116.9675,3,119,198.25
OrNo.585230,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,26.5,15.635,1,11,26.5
OrNo.585620,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,245,144.55,1,147,245
OrNo.586500,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,1143.5,337.3325,2,343,571.75
OrNo.594160,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,315,185.85,1,189,315
OrNo.594300,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,201.75,119.0325,1,84,201.75
OrNo.594410,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,245,144.55,1,147,245
OrNo.604950,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,361.75,213.4325,1,217,361.75
OrNo.605180,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,501.75,296.0325,1,301,501.75
OrNo.605700,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,595,351.05,1,357,595
OrNo.605880,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,245,144.55,1,147,245
OrNo.605930,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,303,89.385,2,63,151.5
OrNo.606190,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,594.75,116.9675,3,119,198.25
OrNo.606330,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,583.5,344.265,1,350,583.5
OrNo.606710,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,840,247.8,2,252,420
OrNo.607090,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,185,109.15,1,77,185
OrNo.607110,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,373.5,220.365,1,224,373.5
OrNo.623220,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,1003.5,296.0325,2,301,501.75
OrNo.623660,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,793.5,234.0825,2,238,396.75
OrNo.623850,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,677,199.715,2,203,338.5
OrNo.624490,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,630,185.85,2,189,315
OrNo.632080,2019-12-19,DE,Bike Rental,Biketastic Germany,15,2019,EU,478.5,282.315,1,287,478.5
OrNo.561830,2019-12-20,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.679840,2019-12-20,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.683446,2019-12-20,DE,E-Bikes,Biketastic Germany,15,2019,EU,2420,1911.8,1,,2420
OrNo.709617,2019-12-20,DE,E-Bikes,Biketastic Germany,15,2019,EU,2002,1581.58,1,,2002
OrNo.565180,2019-12-29,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,7978,3390.65,2,,3989
OrNo.596697,2019-12-29,DE,Cargo Bikes,Biketastic Germany,15,2019,EU,3502,2976.7,1,,3502
