SalesOrderNumber,OrderDate,CountryRegionCode,Category,ResellerName,NumberEmployees,YearOpened,Region,SalesAmount,TotalProductCost,OrderQuantity,DaysOfRent,UnitPrice,FileName,Profit,ProfitPerRentalDay
OrNo.424380,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,665,392.35,1,315,665,Biketastic_NL,272.65,0.865555555555556
OrNo.424750,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,532,313.88,1,252,532,,218.12,0.865555555555556
OrNo.424830,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,753.75,444.7125,1,357,753.75,,309.0375,0.865651260504202
OrNo.425110,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,325.25,191.8975,1,154,325.25,,133.3525,0.865925324675325
OrNo.425360,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,192.25,113.4275,1,91,192.25,,78.8225,0.866181318681319
OrNo.425590,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,233.75,137.9125,1,70,233.75,,95.8375,1.36910714285714
OrNo.426020,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,116.75,68.8825,1,35,116.75,,47.8675,1.36764285714286
OrNo.426330,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,753.75,444.7125,1,357,753.75,,309.0375,0.865651260504202
OrNo.426617,2019-07-09,DE,Cargo Bikes,Biketastic Germany,11,2019,EU,4422.25,3758.9125,1,,4422.25,Biketastic_DE,663.3375,
OrNo.426730,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,2261.25,444.7125,3,357,753.75,Biketastic_DE,927.1125,2.59695378151261
OrNo.426900,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,413.75,244.1125,1,196,413.75,Biketastic_DE,169.6375,0.865497448979592
OrNo.427010,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,280.5,55.165,3,28,93.5,Biketastic_DE,115.005,4.10732142857143
OrNo.427280,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,140.25,82.7475,1,42,140.25,Biketastic_DE,57.5025,1.36910714285714
OrNo.427490,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,650.25,383.6475,1,308,650.25,Biketastic_DE,266.6025,0.865592532467533
OrNo.427520,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,665,392.35,1,315,665,Biketastic_DE,272.65,0.865555555555556
OrNo.427790,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,502.5,296.475,1,238,502.5,Biketastic_DE,206.025,0.865651260504202
OrNo.427810,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,1360,401.2,2,322,680,Biketastic_DE,557.6,1.73167701863354
OrNo.427960,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,116.75,68.8825,1,35,116.75,Biketastic_DE,47.8675,1.36764285714286
OrNo.428050,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,739,436.01,1,350,739,Biketastic_DE,302.99,0.865685714285714
OrNo.428140,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,842.25,165.6425,3,133,280.75,Biketastic_DE,345.3225,2.59640977443609
OrNo.428380,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,280.5,165.495,1,84,280.5,Biketastic_DE,115.005,1.36910714285714
OrNo.428590,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,192.25,113.4275,1,91,192.25,Biketastic_DE,78.8225,0.866181318681319
OrNo.428630,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,620.75,366.2425,1,294,620.75,Biketastic_DE,254.5075,0.865671768707483
OrNo.428850,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,620.75,366.2425,1,294,620.75,Biketastic_DE,254.5075,0.865671768707483
OrNo.428900,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,1108.5,218.005,3,175,369.5,Biketastic_DE,454.485,2.59705714285714
OrNo.429040,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,280.75,165.6425,1,133,280.75,Biketastic_DE,115.1075,0.86546992481203
OrNo.429150,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,458.25,270.3675,1,217,458.25,Biketastic_DE,187.8825,0.86581797235023
OrNo.429750,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,680,401.2,1,322,680,Biketastic_NL,278.8,0.86583850931677
OrNo.430010,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,753.75,444.7125,1,357,753.75,Biketastic_FR,309.0375,0.865651260504202
OrNo.430320,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,547,322.73,1,259,547,Biketastic_NL,224.27,0.865907335907336
OrNo.430400,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,424.75,314.315,1,294,424.75,Biketastic_FR,110.435,0.37562925170068
OrNo.430760,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,946,279.07,2,224,473,Biketastic_NL,387.86,1.73151785714286
OrNo.431190,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,163.5,96.465,1,49,163.5,Biketastic_NL,67.035,1.3680612244898
OrNo.431250,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,207,122.13,1,98,207,Biketastic_FR,84.87,0.866020408163265
OrNo.431310,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,635.5,374.945,1,301,635.5,Biketastic_NL,260.555,0.86563122923588
OrNo.431460,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,650.25,383.6475,1,308,650.25,Biketastic_FR,266.6025,0.865592532467533
OrNo.431530,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,753.75,148.2375,3,119,251.25,Biketastic_NL,309.0375,2.5969537815126
OrNo.431820,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,753.75,444.7125,1,357,753.75,Biketastic_FR,309.0375,0.865651260504202
OrNo.431900,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,532,313.88,1,252,532,Biketastic_NL,218.12,0.865555555555556
OrNo.432170,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,369.5,218.005,1,175,369.5,Biketastic_NL,151.495,0.865685714285714
OrNo.432600,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,343.75,254.375,1,238,343.75,Biketastic_FR,89.375,0.375525210084034
OrNo.432700,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,620.75,366.2425,1,294,620.75,Biketastic_NL,254.5075,0.865671768707483
OrNo.433230,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,233.75,137.9125,1,70,233.75,Biketastic_FR,95.8375,1.36910714285714
OrNo.433380,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,1241.25,244.1125,3,196,413.75,Biketastic_NL,508.9125,2.59649234693878
OrNo.433680,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,369.5,218.005,1,175,369.5,Biketastic_FR,151.495,0.865685714285714
OrNo.433700,2018-04-19,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,42.5,15.725,2,11,21.25,Biketastic_NL,11.05,1.00454545454545
OrNo.433890,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,680,401.2,1,322,680,Biketastic_FR,278.8,0.86583850931677
OrNo.434010,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,187,55.165,2,28,93.5,Biketastic_FR,76.67,2.73821428571429
OrNo.434160,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,724.25,427.3075,1,343,724.25,Biketastic_NL,296.9425,0.865721574344023
OrNo.434370,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,576.5,340.135,1,273,576.5,Biketastic_NL,236.365,0.865805860805861
OrNo.434480,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,650.25,383.6475,1,308,650.25,Biketastic_FR,266.6025,0.865592532467533
OrNo.434500,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,586.5,217.005,2,203,293.25,Biketastic_FR,152.49,0.751182266009852
OrNo.434520,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,1467.75,288.6575,3,259,489.25,Biketastic_DE,601.7775,2.32346525096525
OrNo.434679,2019-08-21,DE,E-Bikes,Biketastic Germany,12,2019,EU,2943.75,2325.5625,1,,2943.75,Biketastic_DE,618.1875,
OrNo.434742,2019-08-18,DE,E-Bikes,Biketastic Germany,12,2019,EU,2943.75,2325.5625,1,,2943.75,Biketastic_DE,618.1875,
OrNo.434830,2019-07-10,DE,E-Bikes,Biketastic Germany,11,2019,EU,2943.75,2325.5625,1,,2943.75,Biketastic_DE,618.1875,
OrNo.435160,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,301.5,59.295,3,35,100.5,Biketastic_DE,123.615,3.53185714285714
OrNo.435640,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,1478,436.01,2,350,739,Biketastic_FR,605.98,1.73137142857143
OrNo.436000,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,354,261.96,1,245,354,Biketastic_FR,92.04,0.375673469387755
OrNo.436330,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,36.5,10.7675,2,3,18.25,Biketastic_NL,14.965,4.98833333333333
OrNo.436560,2019-07-21,FR,E-Bikes,Biketastic France,12,2016,EU,2120.5,1675.195,1,,2120.5,Biketastic_FR,445.305,
OrNo.436732,2019-06-09,DE,E-Bikes,Biketastic Germany,10,2019,EU,2120.5,1675.195,1,,2120.5,Biketastic_DE,445.305,
OrNo.436810,2019-07-14,FR,E-Bikes,Biketastic France,12,2016,EU,2120.5,1675.195,1,,2120.5,Biketastic_FR,445.305,
OrNo.437020,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,458.25,270.3675,1,217,458.25,,187.8825,0.86581797235023
OrNo.437180,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,251.25,148.2375,1,119,251.25,,103.0125,0.865651260504202
OrNo.437260,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,187,110.33,1,56,187,,76.67,1.36910714285714
OrNo.437320,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,576.5,340.135,1,273,576.5,,236.365,0.865805860805861
OrNo.437480,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,340,200.6,1,161,340,,139.4,0.86583850931677
OrNo.437590,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,517.25,305.1775,1,245,517.25,,212.0725,0.865602040816327
OrNo.437700,2018-04-19,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,81.25,60.125,1,42,81.25,Biketastic_NL,21.125,0.50297619047619
OrNo.437710,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,207,122.13,1,98,207,,84.87,0.866020408163265
OrNo.437890,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,487.75,287.7725,1,231,487.75,,199.9775,0.865703463203463
OrNo.438000,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,842.25,165.6425,3,133,280.75,,345.3225,2.59640977443609
OrNo.438110,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,428.75,252.9625,1,203,428.75,,175.7875,0.865948275862069
OrNo.438200,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,739,436.01,1,350,739,,302.99,0.865685714285714
OrNo.438400,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,161.75,119.695,1,112,161.75,Biketastic_FR,42.055,0.375491071428571
OrNo.438460,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,620.75,366.2425,1,294,620.75,,254.5075,0.865671768707483
OrNo.438630,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,187,110.33,1,56,187,,76.67,1.36910714285714
OrNo.438750,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,975.75,191.8975,3,154,325.25,,400.0575,2.59777597402597
OrNo.438890,2019-06-19,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,591.25,348.8375,1,280,591.25,,242.4125,0.865758928571429
OrNo.439490,2019-05-20,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,116.75,68.8825,1,35,116.75,,47.8675,1.36764285714286
OrNo.439560,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,251.25,148.2375,1,119,251.25,Biketastic_NL,103.0125,0.865651260504202
OrNo.439650,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,40,23.6,1,12,40,Biketastic_FR,16.4,1.36666666666667
OrNo.440040,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,46.75,27.5825,1,14,46.75,Biketastic_FR,19.1675,1.36910714285714
OrNo.440600,2018-04-19,FR,Bike Rental,Biketastic France,4,2016,EU,465.25,344.285,1,322,465.25,Biketastic_FR,120.965,0.375667701863354
OrNo.441040,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,946,279.07,2,224,473,Biketastic_FR,387.86,1.73151785714286
OrNo.441100,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,650.25,383.6475,1,308,650.25,Biketastic_NL,266.6025,0.865592532467533
OrNo.441340,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,532,313.88,1,252,532,Biketastic_NL,218.12,0.865555555555556
OrNo.441400,2018-04-19,NL,Bike Rental,Biketastic Netherlands,7,2012,EU,232.5,172.05,1,161,232.5,Biketastic_NL,60.45,0.375465838509317
OrNo.441480,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,369.5,218.005,1,175,369.5,Biketastic_FR,151.495,0.865685714285714
OrNo.441750,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,310.5,183.195,1,147,310.5,Biketastic_NL,127.305,0.866020408163265
OrNo.441820,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,192.25,113.4275,1,91,192.25,Biketastic_FR,78.8225,0.866181318681319
OrNo.441940,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,458.25,270.3675,1,217,458.25,Biketastic_NL,187.8825,0.86581797235023
OrNo.442070,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,369.5,218.005,1,175,369.5,Biketastic_FR,151.495,0.865685714285714
OrNo.442500,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,140.25,82.7475,1,42,140.25,Biketastic_NL,57.5025,1.36910714285714
OrNo.442830,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,210.25,124.0475,1,63,210.25,Biketastic_FR,86.2025,1.36829365079365
OrNo.443200,2018-02-18,GB,Bike Rental,Biketastic Great Britain,3,2017,EU,323.5,239.39,1,224,323.5,,84.11,0.375491071428571
OrNo.443220,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,23.25,13.7175,1,7,23.25,Biketastic_FR,9.5325,1.36178571428571
OrNo.443830,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,266,156.94,1,126,266,Biketastic_FR,109.06,0.865555555555556
OrNo.444050,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,473,279.07,1,224,473,Biketastic_FR,193.93,0.865758928571429
OrNo.444370,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,1773.75,348.8375,3,280,591.25,Biketastic_NL,727.2375,2.59727678571429
OrNo.444460,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,931.5,183.195,3,147,310.5,Biketastic_FR,381.915,2.5980612244898
OrNo.444590,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,606,357.54,1,287,606,Biketastic_NL,248.46,0.865714285714286
OrNo.445040,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,399,235.41,1,189,399,Biketastic_FR,163.59,0.865555555555556
OrNo.445380,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,187,110.33,1,56,187,Biketastic_NL,76.67,1.36910714285714
OrNo.445420,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,384.25,226.7075,1,182,384.25,Biketastic_FR,157.5425,0.865618131868132
OrNo.445600,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,140.25,82.7475,1,42,140.25,Biketastic_FR,57.5025,1.36910714285714
OrNo.445730,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,931.5,183.195,3,147,310.5,Biketastic_NL,381.915,2.5980612244898
OrNo.445810,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,931.5,183.195,3,147,310.5,Biketastic_FR,381.915,2.5980612244898
OrNo.445930,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,473,279.07,1,224,473,Biketastic_NL,193.93,0.865758928571429
OrNo.446330,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,233.75,137.9125,1,70,233.75,Biketastic_NL,95.8375,1.36910714285714
OrNo.446420,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,680,401.2,1,322,680,Biketastic_FR,278.8,0.86583850931677
OrNo.446740,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,1153,340.135,2,273,576.5,Biketastic_DE,472.73,1.73161172161172
OrNo.447000,2018-01-18,NL,Bike Rental,Biketastic Netherlands,6,2012,EU,542.25,401.265,1,287,542.25,Biketastic_NL,140.985,0.491236933797909
OrNo.447550,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,80,23.6,2,12,40,Biketastic_DE,32.8,2.73333333333333
OrNo.447600,2019-07-09,DE,Cargo Bikes,Biketastic Germany,11,2019,EU,6816.5,2897.0125,2,,3408.25,Biketastic_DE,1022.475,
OrNo.447627,2019-07-09,DE,Cargo Bikes,Biketastic Germany,11,2019,EU,3408.25,2897.0125,1,,3408.25,Biketastic_DE,511.2375,
OrNo.448290,2019-07-20,GB,Bike Rental,Biketastic Great Britain,12,2017,EU,46,13.57,2,8,23,,18.86,2.3575
OrNo.448380,2019-07-20,GB,Bike Rental,Biketastic Great Britain,12,2017,EU,69,20.355,2,12,34.5,,28.29,2.3575
OrNo.448520,2019-07-20,GB,Bike Rental,Biketastic Great Britain,12,2017,EU,80.5,47.495,1,28,80.5,,33.005,1.17875
OrNo.448750,2019-07-20,GB,Bike Rental,Biketastic Great Britain,12,2017,EU,634.75,374.5025,1,336,634.75,,260.2475,0.774546130952381
OrNo.448940,2019-07-20,GB,Bike Rental,Biketastic Great Britain,12,2017,EU,140.75,83.0425,1,49,140.75,,57.7075,1.17770408163265
OrNo.449000,2019-07-20,GB,Bike Rental,Biketastic Great Britain,12,2017,EU,515.75,304.2925,1,273,515.75,,211.4575,0.774569597069597
OrNo.449120,2019-07-20,GB,Bike Rental,Biketastic Great Britain,12,2017,EU,317.5,187.325,1,168,317.5,,130.175,0.774851190476191
OrNo.449300,2018-02-18,GB,Bike Rental,Biketastic Great Britain,3,2017,EU,135.5,100.27,1,70,135.5,,35.23,0.503285714285714
OrNo.449380,2019-07-20,GB,Bike Rental,Biketastic Great Britain,12,2017,EU,185.25,109.2975,1,98,185.25,,75.9525,0.775025510204082
OrNo.449640,2019-07-20,GB,Bike Rental,Biketastic Great Britain,12,2017,EU,343.75,202.8125,1,182,343.75,,140.9375,0.774381868131868
OrNo.449830,2019-07-20,GB,Bike Rental,Biketastic Great Britain,12,2017,EU,238,140.42,1,126,238,,97.58,0.774444444444444
OrNo.450230,2019-08-21,NL,E-Bikes,Biketastic Netherlands,15,2012,EU,5647.5,1487.175,3,,1882.5,Biketastic_NL,1185.975,
OrNo.450283,2019-08-21,DE,E-Bikes,Biketastic Germany,12,2019,EU,5647.5,1487.175,3,,1882.5,Biketastic_DE,1185.975,
OrNo.450430,2019-07-10,NL,E-Bikes,Biketastic Netherlands,15,2012,EU,5647.5,1487.175,3,,1882.5,Biketastic_NL,1185.975,
OrNo.450472,2019-07-10,DE,E-Bikes,Biketastic Germany,11,2019,EU,5647.5,1487.175,3,,1882.5,Biketastic_DE,1185.975,
OrNo.450600,2018-02-18,GB,Bike Rental,Biketastic Great Britain,3,2017,EU,404.5,299.33,1,280,404.5,,105.17,0.375607142857143
OrNo.450670,2019-08-09,GB,E-Bikes,Biketastic Great Britain,12,2017,EU,5647.5,1487.175,3,,1882.5,,1185.975,
OrNo.450750,2019-05-20,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,24.5,7.2275,2,2,12.25,,10.045,5.0225
OrNo.450950,2019-05-20,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,369.5,218.005,1,175,369.5,,151.495,0.865685714285714
OrNo.451060,2019-06-09,GB,Cargo Bikes,Biketastic Great Britain,11,2017,EU,3455.25,2936.9625,1,,3455.25,,518.2875,
OrNo.451120,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,1596,313.88,3,252,532,Biketastic_NL,654.36,2.59666666666667
OrNo.451280,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,709.5,139.535,3,112,236.5,Biketastic_FR,290.895,2.59727678571429
OrNo.451420,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,694.75,409.9025,1,329,694.75,Biketastic_FR,284.8475,0.865797872340426
OrNo.451500,2018-02-18,GB,Bike Rental,Biketastic Great Britain,3,2017,EU,40.75,30.155,1,21,40.75,,10.595,0.504523809523809
OrNo.451541,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,280.75,165.6425,1,133,280.75,Biketastic_NL,115.1075,0.86546992481203
OrNo.451620,2019-06-19,FR,Bike Rental,Biketastic France,11,2016,EU,23.25,13.7175,1,7,23.25,Biketastic_FR,9.5325,1.36178571428571
OrNo.452170,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,280.75,165.6425,1,133,280.75,Biketastic_NL,115.1075,0.86546992481203
OrNo.452500,2018-02-18,GB,Bike Rental,Biketastic Great Britain,3,2017,EU,970.5,239.39,3,224,323.5,,252.33,1.12647321428571
OrNo.452574,2019-06-19,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,606,357.54,1,287,606,Biketastic_NL,248.46,0.865714285714286
OrNo.452790,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,1375.5,405.7725,2,364,687.75,Biketastic_DE,563.955,1.54932692307692
OrNo.452810,2019-07-20,DE,Bike Rental,Biketastic Germany,11,2019,EU,160.75,94.8425,1,56,160.75,Biketastic_DE,65.9075,1.17691964285714
OrNo.453040,2019-05-20,GB,Bike Rental,Biketastic Great Britain,11,2017,EU,384.5,113.4275,2,91,192.25,,157.645,1.73236263736264
OrNo.453880,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,1641,322.73,3,259,547,Biketastic_FR,672.81,2.59772200772201
OrNo.453980,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,325.25,191.8975,1,154,325.25,Biketastic_NL,133.3525,0.865925324675325
OrNo.454000,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,210.25,124.0475,1,63,210.25,Biketastic_FR,86.2025,1.36829365079365
OrNo.454360,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,1995,392.35,3,315,665,Biketastic_NL,817.95,2.59666666666667
OrNo.454580,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,384.5,113.4275,2,91,192.25,Biketastic_NL,157.645,1.73236263736264
OrNo.454730,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,420.75,82.7475,3,42,140.25,Biketastic_NL,172.5075,4.10732142857143
OrNo.454860,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,1374.75,270.3675,3,217,458.25,Biketastic_FR,563.6475,2.59745391705069
OrNo.454920,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,374,110.33,2,56,187,Biketastic_NL,153.34,2.73821428571429
OrNo.455000,2018-01-18,FR,Bike Rental,Biketastic France,3,2016,EU,423.25,313.205,1,224,423.25,Biketastic_FR,110.045,0.491272321428572
OrNo.455070,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,73.5,21.6825,2,6,36.75,Biketastic_FR,30.135,5.0225
OrNo.455300,2018-02-18,GB,Bike Rental,Biketastic Great Britain,3,2017,EU,1243.5,306.73,3,287,414.5,,323.31,1.12651567944251
OrNo.455319,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,1005,296.475,2,238,502.5,Biketastic_NL,412.05,1.7313025210084
OrNo.455640,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,210.25,124.0475,1,63,210.25,Biketastic_FR,86.2025,1.36829365079365
OrNo.455770,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,841.5,165.495,3,84,280.5,Biketastic_NL,345.015,4.10732142857143
OrNo.456100,2018-02-18,GB,Bike Rental,Biketastic Great Britain,3,2017,EU,343.75,254.375,1,238,343.75,,89.375,0.375525210084034
OrNo.456280,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,233.5,68.8825,2,35,116.75,Biketastic_FR,95.735,2.73528571428571
OrNo.456340,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,428.75,252.9625,1,203,428.75,Biketastic_NL,175.7875,0.865948275862069
OrNo.456550,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,701.25,137.9125,3,70,233.75,Biketastic_NL,287.5125,4.10732142857143
OrNo.457100,2018-02-18,GB,Bike Rental,Biketastic Great Britain,3,2017,EU,516,127.28,3,119,172,,134.16,1.12739495798319
OrNo.457280,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,420.75,82.7475,3,42,140.25,Biketastic_FR,172.5075,4.10732142857143
OrNo.457610,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,327,96.465,2,49,163.5,Biketastic_FR,134.07,2.73612244897959
OrNo.457780,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,621,122.13,3,98,207,Biketastic_NL,254.61,2.5980612244898
OrNo.458040,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,887,261.665,2,210,443.5,Biketastic_FR,363.67,1.7317619047619
OrNo.458100,2018-02-18,GB,Bike Rental,Biketastic Great Britain,3,2017,EU,406.5,100.27,3,70,135.5,,105.69,1.50985714285714
OrNo.458180,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,1551.75,305.1775,3,245,517.25,Biketastic_NL,636.2175,2.59680612244898
OrNo.458410,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,18.25,10.7675,1,3,18.25,Biketastic_FR,7.4825,2.49416666666667
OrNo.458810,2019-06-19,DE,Bike Rental,Biketastic Germany,10,2019,EU,576.5,340.135,1,273,576.5,Biketastic_DE,236.365,0.865805860805861
OrNo.458970,2019-05-20,NL,Bike Rental,Biketastic Netherlands,14,2012,EU,236.5,139.535,1,112,236.5,Biketastic_NL,96.965,0.865758928571429
OrNo.459220,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,280.5,165.495,1,84,280.5,Biketastic_FR,115.005,1.36910714285714
OrNo.459450,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,443.5,261.665,1,210,443.5,Biketastic_FR,181.835,0.865880952380952
OrNo.459690,2019-05-20,FR,Bike Rental,Biketastic France,11,2016,EU,369.5,218.005,1,175,369.5,Biketastic_FR,151.495,0.865685714285714
