SalesOrderNumber,ProductKey,OrderQuantity,UnitPrice,SalesAmount,TotalProductCost,OrderDate,ShipDate,City,StateProvinceCode,CountryRegionCode,DiscountAmount,SalesType,ResellerKey,CustomerKey,ProductName,ProductSubcategory,ProductCategory,Profit,ResellerName,NumberEmployees,OrderFrequency,AnnualSales,AnnualRevenue,YearOpened,Region,StoreAge
SO54066,222,1,34.99,34.99,13.0863,2018-10-30,2018-11-06,Ingolstadt,BY,DE,0,Internet Sales,,18170,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO54066,528,1,4.99,4.99,1.8663,2018-10-30,2018-11-06,Ingolstadt,BY,DE,0,Internet Sales,,18170,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO65455,225,1,8.99,8.99,6.9223,2019-04-21,2019-04-28,Stuttgart,SL,DE,0,Internet Sales,,18171,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO65455,477,1,4.99,4.99,1.8663,2019-04-21,2019-04-28,Stuttgart,SL,DE,0,Internet Sales,,18171,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO65455,478,1,9.99,9.99,3.7363,2019-04-21,2019-04-28,Stuttgart,SL,DE,0,Internet Sales,,18171,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO68776,214,1,34.99,34.99,13.0863,2019-06-11,2019-06-18,Birmingham,ENG,GB,0,Internet Sales,,18172,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO75018,480,1,2.29,2.29,0.8565,2019-09-15,2019-09-22,Birmingham,ENG,GB,0,Internet Sales,,18172,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO68776,530,1,4.99,4.99,1.8663,2019-06-11,2019-06-18,Birmingham,ENG,GB,0,Internet Sales,,18172,Touring Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO75018,537,1,35,35,13.09,2019-09-15,2019-09-22,Birmingham,ENG,GB,0,Internet Sales,,18172,HL Mountain Tire,Tires and Tubes,Accessories,21.91,,,,,,,EU,
SO68824,225,1,8.99,8.99,6.9223,2019-06-12,2019-06-19,London,ENG,GB,0,Internet Sales,,18173,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO72435,225,1,8.99,8.99,6.9223,2019-07-27,2019-08-03,London,ENG,GB,0,Internet Sales,,18173,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO68824,477,1,4.99,4.99,1.8663,2019-06-12,2019-06-19,London,ENG,GB,0,Internet Sales,,18173,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO68824,478,1,9.99,9.99,3.7363,2019-06-12,2019-06-19,London,ENG,GB,0,Internet Sales,,18173,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO72435,530,1,4.99,4.99,1.8663,2019-07-27,2019-08-03,London,ENG,GB,0,Internet Sales,,18173,Touring Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO72435,541,1,28.99,28.99,10.8423,2019-07-27,2019-08-03,London,ENG,GB,0,Internet Sales,,18173,Touring Tire,Tires and Tubes,Accessories,18.1477,,,,,,,EU,
SO51997,480,1,2.29,2.29,0.8565,2018-09-20,2018-09-27,Orly,94,FR,0,Internet Sales,,18174,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO51997,528,1,4.99,4.99,1.8663,2018-09-20,2018-09-27,Orly,94,FR,0,Internet Sales,,18174,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO67023,214,1,34.99,34.99,13.0863,2019-05-16,2019-05-24,Paris,75,FR,0,Internet Sales,,18175,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO67023,353,1,2319.99,2319.99,1265.6195,2019-05-16,2019-05-24,Paris,75,FR,0,Internet Sales,,18175,"Mountain-200 Silver, 38",Mountain Bikes,Bikes,1054.3705,,,,,,,EU,
SO67023,478,1,9.99,9.99,3.7363,2019-05-16,2019-05-24,Paris,75,FR,0,Internet Sales,,18175,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO66576,214,1,34.99,34.99,13.0863,2019-05-09,2019-05-16,Leipzig,NW,DE,0,Internet Sales,,18176,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO66576,477,1,4.99,4.99,1.8663,2019-05-09,2019-05-16,Leipzig,NW,DE,0,Internet Sales,,18176,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO66576,478,1,9.99,9.99,3.7363,2019-05-09,2019-05-16,Leipzig,NW,DE,0,Internet Sales,,18176,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO68966,234,1,49.99,49.99,38.4923,2019-06-14,2019-06-21,London,ENG,GB,0,Internet Sales,,18177,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,11.4977,,,,,,,EU,
SO50409,371,1,2181.56,2181.56,1320.6838,2018-06-25,2018-07-02,London,ENG,GB,0,Internet Sales,,18177,"Road-250 Red, 58",Road Bikes,Bikes,860.8787,,,,,,,EU,
SO68966,478,1,9.99,9.99,3.7363,2019-06-14,2019-06-21,London,ENG,GB,0,Internet Sales,,18177,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO68966,481,1,8.99,8.99,3.3623,2019-06-14,2019-06-21,London,ENG,GB,0,Internet Sales,,18177,"Racing Socks, M",Socks,Clothing,5.6277,,,,,,,EU,
SO68966,487,1,54.99,54.99,20.5663,2019-06-14,2019-06-21,London,ENG,GB,0,Internet Sales,,18177,Hydration Pack - 70 oz.,Hydration Packs,Accessories,34.4237,,,,,,,EU,
SO72723,530,1,4.99,4.99,1.8663,2019-07-31,2019-08-07,London,ENG,GB,0,Internet Sales,,18177,Touring Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO72723,541,1,28.99,28.99,10.8423,2019-07-31,2019-08-07,London,ENG,GB,0,Internet Sales,,18177,Touring Tire,Tires and Tubes,Accessories,18.1477,,,,,,,EU,
SO75117,467,1,24.49,24.49,9.1593,2019-09-18,2019-09-25,Reading,ENG,GB,0,Internet Sales,,18178,"Half-Finger Gloves, L",Gloves,Clothing,15.3307,,,,,,,EU,
SO59735,485,1,21.98,21.98,8.2205,2019-01-29,2019-02-05,Reading,ENG,GB,0,Internet Sales,,18178,Fender Set - Mountain,Fenders,Accessories,13.7595,,,,,,,EU,
SO75117,530,1,4.99,4.99,1.8663,2019-09-18,2019-09-25,Reading,ENG,GB,0,Internet Sales,,18178,Touring Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO56356,528,1,4.99,4.99,1.8663,2018-12-08,2018-12-15,Paris,75,FR,0,Internet Sales,,18179,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO57768,484,1,7.95,7.95,2.9733,2019-01-01,2019-01-08,Kassel,HE,DE,0,Internet Sales,,18180,Bike Wash - Dissolver,Cleaners,Accessories,4.9767,,,,,,,EU,
SO57768,528,1,4.99,4.99,1.8663,2019-01-01,2019-01-08,Kassel,HE,DE,0,Internet Sales,,18180,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO58671,222,1,34.99,34.99,13.0863,2019-01-17,2019-01-23,London,ENG,GB,0,Internet Sales,,18181,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO58671,225,1,8.99,8.99,6.9223,2019-01-17,2019-01-23,London,ENG,GB,0,Internet Sales,,18181,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO59604,234,1,49.99,49.99,38.4923,2019-01-27,2019-02-03,London,ENG,GB,0,Internet Sales,,18181,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,11.4977,,,,,,,EU,
SO59604,478,1,9.99,9.99,3.7363,2019-01-27,2019-02-03,London,ENG,GB,0,Internet Sales,,18181,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO59604,485,1,21.98,21.98,8.2205,2019-01-27,2019-02-03,London,ENG,GB,0,Internet Sales,,18181,Fender Set - Mountain,Fenders,Accessories,13.7595,,,,,,,EU,
SO59604,487,1,54.99,54.99,20.5663,2019-01-27,2019-02-03,London,ENG,GB,0,Internet Sales,,18181,Hydration Pack - 70 oz.,Hydration Packs,Accessories,34.4237,,,,,,,EU,
SO58671,530,1,4.99,4.99,1.8663,2019-01-17,2019-01-23,London,ENG,GB,0,Internet Sales,,18181,Touring Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO55944,528,1,4.99,4.99,1.8663,2018-11-30,2018-12-07,Berlin,SL,DE,0,Internet Sales,,18182,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO66021,477,1,4.99,4.99,1.8663,2019-04-30,2019-05-07,Paderborn,NW,DE,0,Internet Sales,,18183,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO66021,478,1,9.99,9.99,3.7363,2019-04-30,2019-05-07,Paderborn,NW,DE,0,Internet Sales,,18183,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO66021,484,1,7.95,7.95,2.9733,2019-04-30,2019-05-07,Paderborn,NW,DE,0,Internet Sales,,18183,Bike Wash - Dissolver,Cleaners,Accessories,4.9767,,,,,,,EU,
SO68498,214,1,34.99,34.99,13.0863,2019-06-07,2019-06-14,Paris,75,FR,0,Internet Sales,,18184,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO68498,234,1,49.99,49.99,38.4923,2019-06-07,2019-06-14,Paris,75,FR,0,Internet Sales,,18184,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing,11.4977,,,,,,,EU,
SO68498,528,1,4.99,4.99,1.8663,2019-06-07,2019-06-14,Paris,75,FR,0,Internet Sales,,18184,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO66161,477,1,4.99,4.99,1.8663,2019-05-02,2019-05-09,Leipzig,NW,DE,0,Internet Sales,,18185,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO66161,478,1,9.99,9.99,3.7363,2019-05-02,2019-05-09,Leipzig,NW,DE,0,Internet Sales,,18185,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO66161,485,1,21.98,21.98,8.2205,2019-05-02,2019-05-09,Leipzig,NW,DE,0,Internet Sales,,18185,Fender Set - Mountain,Fenders,Accessories,13.7595,,,,,,,EU,
SO63724,222,1,34.99,34.99,13.0863,2019-03-30,2019-04-06,Newcastle upon Tyne,ENG,GB,0,Internet Sales,,18186,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO56160,472,1,63.5,63.5,23.749,2018-12-04,2018-12-11,Newcastle upon Tyne,ENG,GB,0,Internet Sales,,18186,"Classic Vest, M",Vests,Clothing,39.751,,,,,,,EU,
SO63724,477,1,4.99,4.99,1.8663,2019-03-30,2019-04-06,Newcastle upon Tyne,ENG,GB,0,Internet Sales,,18186,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO63724,479,1,8.99,8.99,3.3623,2019-03-30,2019-04-06,Newcastle upon Tyne,ENG,GB,0,Internet Sales,,18186,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO56160,485,1,21.98,21.98,8.2205,2018-12-04,2018-12-11,Newcastle upon Tyne,ENG,GB,0,Internet Sales,,18186,Fender Set - Mountain,Fenders,Accessories,13.7595,,,,,,,EU,
SO63724,530,1,4.99,4.99,1.8663,2019-03-30,2019-04-06,Newcastle upon Tyne,ENG,GB,0,Internet Sales,,18186,Touring Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO59364,477,1,4.99,4.99,1.8663,2019-01-24,2019-01-31,West Sussex,ENG,GB,0,Internet Sales,,18187,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO59364,478,1,9.99,9.99,3.7363,2019-01-24,2019-01-31,West Sussex,ENG,GB,0,Internet Sales,,18187,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO59364,484,1,7.95,7.95,2.9733,2019-01-24,2019-01-31,West Sussex,ENG,GB,0,Internet Sales,,18187,Bike Wash - Dissolver,Cleaners,Accessories,4.9767,,,,,,,EU,
SO59364,485,1,21.98,21.98,8.2205,2019-01-24,2019-01-31,West Sussex,ENG,GB,0,Internet Sales,,18187,Fender Set - Mountain,Fenders,Accessories,13.7595,,,,,,,EU,
SO74902,480,1,2.29,2.29,0.8565,2019-09-11,2019-09-18,Paris,75,FR,0,Internet Sales,,18618,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO74902,536,1,29.99,29.99,11.2163,2019-09-11,2019-09-18,Paris,75,FR,0,Internet Sales,,18618,ML Mountain Tire,Tires and Tubes,Accessories,18.7737,,,,,,,EU,
SO62059,214,1,34.99,34.99,13.0863,2019-03-06,2019-03-13,Salzgitter,HE,DE,0,Internet Sales,,18619,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO62059,529,1,3.99,3.99,1.4923,2019-03-06,2019-03-13,Salzgitter,HE,DE,0,Internet Sales,,18619,Road Tire Tube,Tires and Tubes,Accessories,2.4977,,,,,,,EU,
SO73110,231,1,49.99,49.99,38.4923,2019-08-06,2019-08-13,Reading,ENG,GB,0,Internet Sales,,18620,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing,11.4977,,,,,,,EU,
SO73110,587,1,769.49,769.49,419.7784,2019-08-06,2019-08-13,Reading,ENG,GB,0,Internet Sales,,18620,"Mountain-400-W Silver, 38",Mountain Bikes,Bikes,349.7116,,,,,,,EU,
SO54110,237,1,49.99,49.99,38.4923,2018-10-31,2018-11-07,Wokingham,ENG,GB,0,Internet Sales,,18621,"Long-Sleeve Logo Jersey, XL",Jerseys,Clothing,11.4977,,,,,,,EU,
SO71449,214,1,34.99,34.99,13.0863,2019-07-15,2019-07-23,Berks,ENG,GB,0,Internet Sales,,18622,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO71449,528,1,4.99,4.99,1.8663,2019-07-15,2019-07-23,Berks,ENG,GB,0,Internet Sales,,18622,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO71449,535,1,24.99,24.99,9.3463,2019-07-15,2019-07-23,Berks,ENG,GB,0,Internet Sales,,18622,LL Mountain Tire,Tires and Tubes,Accessories,15.6437,,,,,,,EU,
SO63972,480,1,2.29,2.29,0.8565,2019-04-03,2019-04-10,Metz,57,FR,0,Internet Sales,,18623,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO63972,528,1,4.99,4.99,1.8663,2019-04-03,2019-04-10,Metz,57,FR,0,Internet Sales,,18623,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO63972,536,1,29.99,29.99,11.2163,2019-04-03,2019-04-10,Metz,57,FR,0,Internet Sales,,18623,ML Mountain Tire,Tires and Tubes,Accessories,18.7737,,,,,,,EU,
SO53698,536,1,29.99,29.99,11.2163,2018-10-23,2018-10-30,Tremblay-en-France,93,FR,0,Internet Sales,,18624,ML Mountain Tire,Tires and Tubes,Accessories,18.7737,,,,,,,EU,
SO68688,480,1,2.29,2.29,0.8565,2019-06-10,2019-06-17,London,ENG,GB,0,Internet Sales,,18625,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO68688,528,1,4.99,4.99,1.8663,2019-06-10,2019-06-17,London,ENG,GB,0,Internet Sales,,18625,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO68688,535,1,24.99,24.99,9.3463,2019-06-10,2019-06-17,London,ENG,GB,0,Internet Sales,,18625,LL Mountain Tire,Tires and Tubes,Accessories,15.6437,,,,,,,EU,
SO69736,214,1,34.99,34.99,13.0863,2019-06-21,2019-06-28,Frankfurt,BY,DE,0,Internet Sales,,18626,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO60739,228,1,49.99,49.99,38.4923,2019-02-13,2019-02-20,Frankfurt,BY,DE,0,Internet Sales,,18626,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,11.4977,,,,,,,EU,
SO60739,463,1,24.49,24.49,9.1593,2019-02-13,2019-02-20,Frankfurt,BY,DE,0,Internet Sales,,18626,"Half-Finger Gloves, S",Gloves,Clothing,15.3307,,,,,,,EU,
SO61043,222,1,34.99,34.99,13.0863,2019-02-18,2019-02-26,London,ENG,GB,0,Internet Sales,,18627,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO61043,225,1,8.99,8.99,6.9223,2019-02-18,2019-02-26,London,ENG,GB,0,Internet Sales,,18627,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO50627,370,1,2443.35,2443.35,1518.7864,2018-07-17,2018-07-25,London,ENG,GB,0,Internet Sales,,18627,"Road-250 Red, 52",Road Bikes,Bikes,924.5636,,,,,,,EU,
SO59315,217,1,34.99,34.99,13.0863,2019-01-23,2019-01-30,Colomiers,31,FR,0,Internet Sales,,18628,"Sport-100 Helmet, Black",Helmets,Accessories,21.9037,,,,,,,EU,
SO59315,225,1,8.99,8.99,6.9223,2019-01-23,2019-01-30,Colomiers,31,FR,0,Internet Sales,,18628,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO59315,228,1,49.99,49.99,38.4923,2019-01-23,2019-01-30,Colomiers,31,FR,0,Internet Sales,,18628,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,11.4977,,,,,,,EU,
SO59315,528,1,4.99,4.99,1.8663,2019-01-23,2019-01-30,Colomiers,31,FR,0,Internet Sales,,18628,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO59315,536,1,29.99,29.99,11.2163,2019-01-23,2019-01-30,Colomiers,31,FR,0,Internet Sales,,18628,ML Mountain Tire,Tires and Tubes,Accessories,18.7737,,,,,,,EU,
SO64641,535,1,24.99,24.99,9.3463,2019-04-13,2019-04-20,Newcastle upon Tyne,ENG,GB,0,Internet Sales,,18629,LL Mountain Tire,Tires and Tubes,Accessories,15.6437,,,,,,,EU,
SO73216,214,1,34.99,34.99,13.0863,2019-08-07,2019-08-14,Paris,75,FR,0,Internet Sales,,18630,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO73216,225,1,8.99,8.99,6.9223,2019-08-07,2019-08-14,Paris,75,FR,0,Internet Sales,,18630,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO73216,477,1,4.99,4.99,1.8663,2019-08-07,2019-08-14,Paris,75,FR,0,Internet Sales,,18630,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO72306,535,1,24.99,24.99,9.3463,2019-07-26,2019-08-02,York,ENG,GB,0,Internet Sales,,18631,LL Mountain Tire,Tires and Tubes,Accessories,15.6437,,,,,,,EU,
SO53037,480,1,2.29,2.29,0.8565,2018-10-11,2018-10-18,High Wycombe,ENG,GB,0,Internet Sales,,18632,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO53037,528,1,4.99,4.99,1.8663,2018-10-11,2018-10-18,High Wycombe,ENG,GB,0,Internet Sales,,18632,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO53037,535,1,24.99,24.99,9.3463,2018-10-11,2018-10-18,High Wycombe,ENG,GB,0,Internet Sales,,18632,LL Mountain Tire,Tires and Tubes,Accessories,15.6437,,,,,,,EU,
SO68410,214,1,34.99,34.99,13.0863,2019-06-06,2019-06-13,Watford,ENG,GB,0,Internet Sales,,18633,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO68410,477,1,4.99,4.99,1.8663,2019-06-06,2019-06-13,Watford,ENG,GB,0,Internet Sales,,18633,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO68410,478,1,9.99,9.99,3.7363,2019-06-06,2019-06-13,Watford,ENG,GB,0,Internet Sales,,18633,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO68410,485,1,21.98,21.98,8.2205,2019-06-06,2019-06-13,Watford,ENG,GB,0,Internet Sales,,18633,Fender Set - Mountain,Fenders,Accessories,13.7595,,,,,,,EU,
SO69308,480,1,2.29,2.29,0.8565,2019-06-18,2019-06-24,Chatou,78,FR,0,Internet Sales,,18634,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO69308,539,1,24.99,24.99,9.3463,2019-06-18,2019-06-24,Chatou,78,FR,0,Internet Sales,,18634,ML Road Tire,Tires and Tubes,Accessories,15.6437,,,,,,,EU,
SO52754,486,1,159,159,59.466,2018-10-05,2018-10-12,Bonn,NW,DE,0,Internet Sales,,18635,All-Purpose Bike Stand,Bike Stands,Accessories,99.534,,,,,,,EU,
SO52754,529,1,3.99,3.99,1.4923,2018-10-05,2018-10-12,Bonn,NW,DE,0,Internet Sales,,18635,Road Tire Tube,Tires and Tubes,Accessories,2.4977,,,,,,,EU,
SO65118,487,1,54.99,54.99,20.5663,2019-04-21,2019-04-25,Braunschweig,NW,DE,0,Internet Sales,,18636,Hydration Pack - 70 oz.,Hydration Packs,Accessories,34.4237,,,,,,,EU,
SO65118,529,1,3.99,3.99,1.4923,2019-04-21,2019-04-25,Braunschweig,NW,DE,0,Internet Sales,,18636,Road Tire Tube,Tires and Tubes,Accessories,2.4977,,,,,,,EU,
SO67583,478,1,9.99,9.99,3.7363,2019-05-24,2019-05-31,Chatou,78,FR,0,Internet Sales,,19027,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO68280,477,1,4.99,4.99,1.8663,2019-06-04,2019-06-11,Les Ulis,91,FR,0,Internet Sales,,19028,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO68280,478,1,9.99,9.99,3.7363,2019-06-04,2019-06-11,Les Ulis,91,FR,0,Internet Sales,,19028,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO68280,488,1,53.99,53.99,41.5723,2019-06-04,2019-06-11,Les Ulis,91,FR,0,Internet Sales,,19028,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing,12.4177,,,,,,,EU,
SO66092,214,1,34.99,34.99,13.0863,2019-05-01,2019-05-08,Berlin,HE,DE,0,Internet Sales,,19029,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO66092,225,1,8.99,8.99,6.9223,2019-05-01,2019-05-08,Berlin,HE,DE,0,Internet Sales,,19029,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO66708,477,1,4.99,4.99,1.8663,2019-05-11,2019-05-18,Duesseldorf,HE,DE,0,Internet Sales,,19030,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO66708,478,1,9.99,9.99,3.7363,2019-05-11,2019-05-18,Duesseldorf,HE,DE,0,Internet Sales,,19030,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO68204,214,1,34.99,34.99,13.0863,2019-06-03,2019-06-10,London,ENG,GB,0,Internet Sales,,19031,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO72843,214,1,34.99,34.99,13.0863,2019-08-02,2019-08-09,London,ENG,GB,0,Internet Sales,,19031,"Sport-100 Helmet, Red",Helmets,Accessories,21.9037,,,,,,,EU,
SO72843,225,1,8.99,8.99,6.9223,2019-08-02,2019-08-09,London,ENG,GB,0,Internet Sales,,19031,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO73026,225,1,8.99,8.99,6.9223,2019-08-04,2019-08-11,London,ENG,GB,0,Internet Sales,,19032,AWC Logo Cap,Caps,Clothing,2.0677,,,,,,,EU,
SO73026,477,1,4.99,4.99,1.8663,2019-08-04,2019-08-11,London,ENG,GB,0,Internet Sales,,19032,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO73026,479,1,8.99,8.99,3.3623,2019-08-04,2019-08-11,London,ENG,GB,0,Internet Sales,,19032,Road Bottle Cage,Bottles and Cages,Accessories,5.6277,,,,,,,EU,
SO69254,487,1,54.99,54.99,20.5663,2019-06-18,2019-06-24,London,ENG,GB,0,Internet Sales,,19032,Hydration Pack - 70 oz.,Hydration Packs,Accessories,34.4237,,,,,,,EU,
SO69098,222,1,34.99,34.99,13.0863,2019-06-16,2019-06-22,Paris,75,FR,0,Internet Sales,,19033,"Sport-100 Helmet, Blue",Helmets,Accessories,21.9037,,,,,,,EU,
SO69098,228,1,49.99,49.99,38.4923,2019-06-16,2019-06-22,Paris,75,FR,0,Internet Sales,,19033,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing,11.4977,,,,,,,EU,
SO69098,537,1,35,35,13.09,2019-06-16,2019-06-22,Paris,75,FR,0,Internet Sales,,19033,HL Mountain Tire,Tires and Tubes,Accessories,21.91,,,,,,,EU,
SO66778,480,1,2.29,2.29,0.8565,2019-05-12,2019-05-19,Erlangen,BY,DE,0,Internet Sales,,19034,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO67704,483,1,120,120,44.88,2019-05-26,2019-06-02,Oxon,ENG,GB,0,Internet Sales,,19037,Hitch Rack - 4-Bike,Bike Racks,Accessories,75.12,,,,,,,EU,
SO67584,477,1,4.99,4.99,1.8663,2019-05-24,2019-05-31,Neunkirchen,SL,DE,0,Internet Sales,,19038,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO67584,478,1,9.99,9.99,3.7363,2019-05-24,2019-05-31,Neunkirchen,SL,DE,0,Internet Sales,,19038,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
SO67584,484,1,7.95,7.95,2.9733,2019-05-24,2019-05-31,Neunkirchen,SL,DE,0,Internet Sales,,19038,Bike Wash - Dissolver,Cleaners,Accessories,4.9767,,,,,,,EU,
SO62261,480,1,2.29,2.29,0.8565,2019-03-09,2019-03-16,Verrieres Le Buisson,91,FR,0,Internet Sales,,19039,Patch Kit/8 Patches,Tires and Tubes,Accessories,1.4335,,,,,,,EU,
SO62261,528,1,4.99,4.99,1.8663,2019-03-09,2019-03-16,Verrieres Le Buisson,91,FR,0,Internet Sales,,19039,Mountain Tire Tube,Tires and Tubes,Accessories,3.1237,,,,,,,EU,
SO67427,363,1,2294.99,2294.99,1251.9813,2019-05-21,2019-05-29,Paderborn,HH,DE,0,Internet Sales,,19040,"Mountain-200 Black, 46",Mountain Bikes,Bikes,1043.0087,,,,,,,EU,
SO67427,477,1,4.99,4.99,1.8663,2019-05-21,2019-05-29,Paderborn,HH,DE,0,Internet Sales,,19040,Water Bottle - 30 oz.,Bottles and Cages,Accessories,3.1237,,,,,,,EU,
SO67427,478,1,9.99,9.99,3.7363,2019-05-21,2019-05-29,Paderborn,HH,DE,0,Internet Sales,,19040,Mountain Bottle Cage,Bottles and Cages,Accessories,6.2537,,,,,,,EU,
